NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Sponsor,Collaborators,Sex,Age,Study Type
NCT05650905,Retinal Neurovascular Coupling in Patients Previously Infected With COVID-19,https://clinicaltrials.gov/study/NCT05650905,RECRUITING,COVID-19|Post-COVID-19 Syndrome,"DEVICE: Dynamic Vessel Analyzer (DVA)|DEVICE: Fourier domain optical coherence tomography (FDOCT)|DEVICE: Optical coherence tomography (OCT)|DEVICE: Laser Speckle Flowgraphy (LSFG)|DIAGNOSTIC_TEST: Proteomics and Metabolites in Plasma, tear fluid and finger sweat",Medical University of Vienna,,ALL,"ADULT, OLDER_ADULT",OBSERVATIONAL
NCT05648097,Baldachin: Ceiling HEPA-filtration to Prevent Nosocomial Transmission of COVID-19,https://clinicaltrials.gov/study/NCT05648097,RECRUITING,COVID-19,DEVICE: Baldachin,"Insel Gruppe AG, University Hospital Bern",,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT05639465,Intervention to Prevent Behavioral Health Symptoms Among Pandemic Affected Children,https://clinicaltrials.gov/study/NCT05639465,RECRUITING,"Emotional Distress|Prosocial Behavior|Pandemic, COVID-19|Coping Skills|Social Support",BEHAVIORAL: JoH-C19|BEHAVIORAL: Switch off Get Active,University of Illinois at Urbana-Champaign,Save the Children|Care Connections Mental Wellness and Learning Center|Dickinson Independent School District|Bay District Schools|University of Houston|Baylor College of Medicine|University of South Florida|National Institute of Mental Health (NIMH)|Coalition for Compassionate Schools|Boys and Girls Club of Manatee County|Communities in Schools of Galveston County|Communities in Schools Palm Beach|Communities in Schools Gulf South|R'Club Child Care Inc.|Boys and Girls Clubs of Tampa Bay,ALL,CHILD,INTERVENTIONAL
NCT05636319,"A Study to Evaluate the Efficacy, Safety, and Immunogenicity of SARS-CoV-2 Variant (BA.4 /5) mRNA Vaccine",https://clinicaltrials.gov/study/NCT05636319,ACTIVE_NOT_RECRUITING,COVID-19,BIOLOGICAL: ABO1020|BIOLOGICAL: Placebo,"Suzhou Abogen Biosciences Co., Ltd.",,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT05621928,Effectiveness of Vaccination Against COVID-19 in Brazil: Case-Control Study,https://clinicaltrials.gov/study/NCT05621928,ACTIVE_NOT_RECRUITING,COVID-19 Vaccines,,The Immunobiological Technology Institute (Bio-Manguinhos) / Oswaldo Cruz Foundation (Fiocruz),,ALL,"ADULT, OLDER_ADULT",OBSERVATIONAL
NCT05616663,Study of Professional and Individual Factors of Covi-19 and Impact on Return to Work,https://clinicaltrials.gov/study/NCT05616663,RECRUITING,COVID-19,,"University Hospital, Strasbourg, France",,ALL,"ADULT, OLDER_ADULT",OBSERVATIONAL
NCT05614349,Canadian Adaptive Platform Trial of Treatments for COVID-19 in Community Settings,https://clinicaltrials.gov/study/NCT05614349,ACTIVE_NOT_RECRUITING,COVID-19,DRUG: Paxlovid|DRUG: Antioxidant,Unity Health Toronto,Health Canada|Canadian Institutes of Health Research (CIHR),ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT05597761,Immunogenicity of COVID-19 Vaccination in Immunocompromised Patients (Auto-COVID-VACC),https://clinicaltrials.gov/study/NCT05597761,ACTIVE_NOT_RECRUITING,COVID-19|Adult|Immunocompromised Patients,,"Oliver Cornely, MD",ZKS Köln|German Federal Ministry of Education and Research,ALL,"ADULT, OLDER_ADULT",OBSERVATIONAL
NCT05587894,OPtimisation of Antiviral Therapy in Immunocompromised COVID-19 Patients: a Randomized Factorial Controlled Strategy Trial,https://clinicaltrials.gov/study/NCT05587894,RECRUITING,COVID-19|Immunodeficiency,DRUG: Paxlovid 5 days|DRUG: Paxlovid 10 days|DRUG: Veklury,"ANRS, Emerging Infectious Diseases","University Hospital, Geneva",ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT05553743,Researchers At UC San Diego Are Learning About the Benefits of Human Milk and How It Influences Infant and Child Health,https://clinicaltrials.gov/study/NCT05553743,RECRUITING,Breastfeeding|COVID-19 Infection|COVID-19 Vaccine|Remdesivir|Antibiotics,BIOLOGICAL: COVID-19 Exposure|DRUG: Antibiotic,"University of California, San Diego",,FEMALE,"ADULT, OLDER_ADULT",OBSERVATIONAL
NCT05545332,Prospective Multidisciplinary Post-COVID-19 Registry Tyrol,https://clinicaltrials.gov/study/NCT05545332,RECRUITING,Post COVID-19 Condition,,Medical University Innsbruck,,ALL,"CHILD, ADULT, OLDER_ADULT",OBSERVATIONAL
NCT05543993,COVID Booster in Pregnancy and Lactation,https://clinicaltrials.gov/study/NCT05543993,RECRUITING,COVID-19,DRUG: Bivalent COVID-19 Booster,Thomas Jefferson University,Walter Reed Army Institute of Research (WRAIR)|Nemours Childrens Health,FEMALE,"CHILD, ADULT",OBSERVATIONAL
NCT05542862,Booster Study of SpikoGen COVID-19 Vaccine,https://clinicaltrials.gov/study/NCT05542862,ACTIVE_NOT_RECRUITING,COVID-19,BIOLOGICAL: SpikoGen vaccine,Vaxine Pty Ltd,Australian Respiratory and Sleep Medicine Institute Ltd|Cinnagen,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT05541510,Evaluating the Safety and Efficacy of AD17002 Intranasal Spray in Treating Participants With Mild to Moderate COVID-19,https://clinicaltrials.gov/study/NCT05541510,RECRUITING,COVID-19,BIOLOGICAL: AD17002 + Formulation buffer|BIOLOGICAL: Placebo,Advagene Biopharma Co. Ltd.,Gadjah Mada University,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT05539560,The Effect of Olfactory Training in Patients With COVID-19 Induced Olfactory Dysfunction,https://clinicaltrials.gov/study/NCT05539560,RECRUITING,COVID-19,OTHER: Olfactory training with essential oils|OTHER: Olfactory training with fragrance-free oils,Ditte Gertz Mogensen,,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT05539482,"Community-Based Health Education Programs for the Early Detection of, and Vaccination Against, COVID-19 and the Adoption of Self-Protective Measures of Hong Kong Residents",https://clinicaltrials.gov/study/NCT05539482,RECRUITING,COVID-19,BEHAVIORAL: Community-based Health Education based on core intervention package|BEHAVIORAL: Health Information Sharing Group,The Hong Kong Polytechnic University,"Food and Health Bureau, Hong Kong",ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT05532904,Multidisciplinary Day-hospital Versus Waiting List Management of Post-COVID-19 Persistent Symptoms (ECHAP-COVID),https://clinicaltrials.gov/study/NCT05532904,ACTIVE_NOT_RECRUITING,Post COVID-19 Condition,BEHAVIORAL: Personalized multidisciplinary day-hospital intervention,Assistance Publique - Hôpitaux de Paris,,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT05531773,Post COVID-19 Condition,https://clinicaltrials.gov/study/NCT05531773,RECRUITING,COVID-19,OTHER: follow up of COVID-19 Patients,Euresist Network GEIE,"ASST Santi Paolo e Carlo|Vilnius University Hospital Santaros Klinikos|Heinrich-Heine University, Duesseldorf|University of Rome Tor Vergata|Hospital Regional de Alta Especialidad ""Dr. Juan Graham Casasus""|St Mary's Hospital, London|Centro Hospitalar Lisboa Ocidental",ALL,"ADULT, OLDER_ADULT",OBSERVATIONAL
NCT05518487,COVID Protection After Transplant - Sanofi GSK (CPAT-SG) Study,https://clinicaltrials.gov/study/NCT05518487,ACTIVE_NOT_RECRUITING,COVID-19|Kidney Transplant,BIOLOGICAL: Sanofi-GSK monovalent (B.1.351) CoV2 preS dTM-AS03 COVID-19 vaccine,National Institute of Allergy and Infectious Diseases (NIAID),"PPD Development, LP|Johns Hopkins University|Sanofi Pasteur, a Sanofi Company",ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT05515042,Phase 2a Trial to Evaluate Safety and Immunogenicity of COVID-19 Vaccine Strategies in HIV-infected/Uninfected Adults.,https://clinicaltrials.gov/study/NCT05515042,ACTIVE_NOT_RECRUITING,COVID-19,"DRUG: Ad26.COV2.S (VAC31518, JNJ-78436735) Vaccine, SARS-CoV-2 rS (CovovaxTM), BNT162b2 (Pfizer)",The Aurum Institute NPC,Coalition for Epidemic Preparedness Innovations,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT05504057,"Antihistamines, Amantadine and Evolution of the SARS-CoV-2 Infection",https://clinicaltrials.gov/study/NCT05504057,RECRUITING,COVID-19,DRUG: Antihistamine|DRUG: Amantadine,Consorci Sanitari de Terrassa,Institut Català de la Salut,ALL,"CHILD, ADULT, OLDER_ADULT",OBSERVATIONAL
NCT05501418,Evaluate the Safety and Efficacy of Allogeneic Umbilical Cord Mesenchymal Stem Cells in Patients With COVID-19,https://clinicaltrials.gov/study/NCT05501418,ACTIVE_NOT_RECRUITING,COVID-19 Infection,BIOLOGICAL: Allogeneic umbilical cord mesenchymal stem cells|BIOLOGICAL: Controlled normal saline,"Ever Supreme Bio Technology Co., Ltd.",,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT05494424,Cognitive Rehabilitation in Post-COVID-19 Condition,https://clinicaltrials.gov/study/NCT05494424,ACTIVE_NOT_RECRUITING,COVID-19,BEHAVIORAL: Goal Management Training (GMT),Lovisenberg Diakonale Hospital,University of Oslo|Icahn School of Medicine at Mount Sinai|University of Toronto|UiT The Arctic University of Norway|Oslo University Hospital,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT05468736,Study to Evaluate Safety and Immunogenicity of COVID-19 Vaccine in Children 6 Months to < 12 Years,https://clinicaltrials.gov/study/NCT05468736,ACTIVE_NOT_RECRUITING,COVID-19,BIOLOGICAL: SARS-CoV-2 rS/Matrix-M1 Adjuvant (Initial Vaccination Period)|OTHER: Placebo,Novavax,,ALL,CHILD,INTERVENTIONAL
NCT05467930,CU-COMMITS: COVID-19 Care in Black and Latino Communities and Households. Clinical and Molecular Outcomes of SARS-CoV-2,https://clinicaltrials.gov/study/NCT05467930,RECRUITING,COVID-19|SARS CoV 2 Infection,OTHER: Survey|OTHER: Medical History Review|OTHER: Sample Collection,Columbia University,Gilead Sciences,ALL,"ADULT, OLDER_ADULT",OBSERVATIONAL
NCT05463380,Hospitalised COVID-19 Patients Cohort Study in the EuCARE Project,https://clinicaltrials.gov/study/NCT05463380,RECRUITING,COVID-19,OTHER: standard of care,Euresist Network GEIE,"Karolinska Institutet|Centro Hospitalar Lisboa Ocidental|Heinrich-Heine University, Duesseldorf|ASST Santi Paolo e Carlo|Imperial College London|Vilnius University Hospital Santaros Klinikos|University of Rome Tor Vergata|Bach Mai Hospital|Kenya Medical Research Institute|Hospital Regional de Alta Especialidad ""Dr. Juan Graham Casasus""|University Hospitals Dorset NHS Foundation Trust",ALL,"ADULT, OLDER_ADULT",OBSERVATIONAL
NCT05459896,A Health Apps for Post-Pandemic Years for People With Physiological and Psychosocial Distress,https://clinicaltrials.gov/study/NCT05459896,RECRUITING,Physiological Stress|Psychological Distress|COVID-19 Stress Syndrome,BEHAVIORAL: Physical Activity Training|OTHER: Mindfulness-based Intervention|OTHER: Energy Conservation Techniques,The Hong Kong Polytechnic University,,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT05459532,"A Randomised, Multi-centre, Double-blind, Phase 3 Study to Observe the Effectiveness, Safety and Tolerability of Molnupiravir Compared to Placebo Administered Orally to High-risk Adult Outpatients With Mild COVID-19 Receiving Local Standard of Care in South Africa",https://clinicaltrials.gov/study/NCT05459532,RECRUITING,COVID-19,DRUG: Molnupiravir 200 mg,"University of Witwatersrand, South Africa",Bill and Melinda Gates Foundation,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT05458440,Bank of Human Leukocytes From COVID-19 Convalescent Donors With an Anti-SARS-CoV-2 Cellular Immunity,https://clinicaltrials.gov/study/NCT05458440,RECRUITING,COVID-19,OTHER: Generation of a biobank allowing the cryopreservation of leucocytes from COVID19 convalescent donors,"Central Hospital, Nancy, France",,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT05449418,Engaging Staff to Improve COVID-19 Vaccination Response at Long-Term Care Facilities,https://clinicaltrials.gov/study/NCT05449418,ACTIVE_NOT_RECRUITING,COVID-19,BEHAVIORAL: Full Intervention|OTHER: Enhanced Usual Care,Kaiser Permanente,Patient-Centered Outcomes Research Institute|Global Alliance to Prevent Prematurity and Stillbirth (GAPPS),ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT05449379,Evaluation of Effectiveness of Proprietary Rehabilitation Program in Patients After COVID-19 Infection,https://clinicaltrials.gov/study/NCT05449379,RECRUITING,COVID-19|Rehabilitation,OTHER: Respiratory training with the use of resistance set on respiratory muscle trainer|OTHER: Respiratory training without resistance set on respiratory muscle trainer,Medical University of Bialystok,,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT05436795,"A Randomized Controlled Trial of a Digital, Self-testing Strategy for COVID-19 Infection in South Africa.",https://clinicaltrials.gov/study/NCT05436795,RECRUITING,COVID-19,DEVICE: Abbott Panbio rapid antigen self-tests|OTHER: COVIDSmart CARE! app,McGill University Health Centre/Research Institute of the McGill University Health Centre,University of Cape Town Lung Institute,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT05425264,Home-Based Exercise Tele-Rehabilitation After COVID-19,https://clinicaltrials.gov/study/NCT05425264,RECRUITING,Post SARS-CoV2 (COVID-19),OTHER: Tele-exercise,VA Office of Research and Development,Baltimore VA Medical Center|Salem Veterans Affairs Medical Center,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT05415267,Immunosuppression and COVID-19 Boosters,https://clinicaltrials.gov/study/NCT05415267,RECRUITING,COVID-19,BIOLOGICAL: diphtheria and tetanus toxoids (adsorbed) vaccine|BIOLOGICAL: COVID-19 vaccine,Kirby Institute,"Seqirus Pty Ltd, Australia|Medical Research Future Fund",ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT05409300,Evaluation of the Immunogenicity and Safety BBIBP-CorV Vaccine for COVID-19 in Adults in Guinea,https://clinicaltrials.gov/study/NCT05409300,ACTIVE_NOT_RECRUITING,COVID-19|Vaccine Adverse Reaction|Sars-CoV-2 Infection|Healthy Volunteer,BIOLOGICAL: BBIBP-CorV,"ANRS, Emerging Infectious Diseases","CEPI|Alliance for International Medical Action|Centre National de Formation et de Recherche en Sante Rurale|Institut National de la Santé Et de la Recherche Médicale, France|APHP|Agence Nationale de Sécurité Sanitaire de la Guinée (ANSS Guinée)|Innovative clinical research network in vaccinology (IREIVAC)",ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT05409261,Evaluation of the Immunogenicity and Safety of Ad26.COV2.S's COVID-19 Vaccine,https://clinicaltrials.gov/study/NCT05409261,ACTIVE_NOT_RECRUITING,COVID-19|Vaccine Reaction|SARS CoV 2 Infection|Vaccine Adverse Reaction,BIOLOGICAL: Ad26.COV2.S,"ANRS, Emerging Infectious Diseases","CEPI|Innovative clinical research network in vaccinology (IREIVAC)|Institut National de la Santé Et de la Recherche Médicale, France|APHP|Center for Vaccine Development - Mali",ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT05405296,Evaluation of the Truenat™MTB Plus/COVID-19 Test for TB (Tuberculosis) and COVID-19 (SARS-CoV2),https://clinicaltrials.gov/study/NCT05405296,ACTIVE_NOT_RECRUITING,TB|COVID-19,DEVICE: Truenat™ MTB Plus/COVID-19,"Foundation for Innovative New Diagnostics, Switzerland",,ALL,"ADULT, OLDER_ADULT",OBSERVATIONAL
NCT05405283,"Randomized, Single-blinded, Multicenter Trial Comparing the Immune Response to a 2nd Booster Dose of COVID-19 mRNA Vaccine (Pfizer-BioNTech) or Sanofi /GSK B.1.351 Adjuvanted Vaccine in Adults",https://clinicaltrials.gov/study/NCT05405283,ACTIVE_NOT_RECRUITING,COVID-19 Vaccines,"BIOLOGICAL: 2nd booster with Comirnaty® (Pfizer-BioNTech)|BIOLOGICAL: CoV2 preS dTM adjuvanted vaccine (B.1.351), Sanofi/GSK",Assistance Publique - Hôpitaux de Paris,IREIVAC/COVIREIVAC Network,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT05392088,Characterization and Prognostic Role of Myocardial Injury in Patients With COVID-19. The CardioCOVID Gemelli Study.,https://clinicaltrials.gov/study/NCT05392088,RECRUITING,Myocardial Injury|COVID-19,OTHER: DATA EXTRACTION|OTHER: FOLLOW-UP,Fondazione Policlinico Universitario Agostino Gemelli IRCCS,,ALL,"ADULT, OLDER_ADULT",OBSERVATIONAL
NCT05387369,A Real World Study of Paxlovid for the Treatment of Hospitalized Patients Confirmed With COVID-19,https://clinicaltrials.gov/study/NCT05387369,RECRUITING,COVID-19,DRUG: Paxlovid,Huashan Hospital,,ALL,"CHILD, ADULT, OLDER_ADULT",OBSERVATIONAL
NCT05386407,Telemedically Assisted Sampling of COVID-19 Patients - Is the Sampling Quality Sufficient,https://clinicaltrials.gov/study/NCT05386407,ACTIVE_NOT_RECRUITING,Telemedicine|Pharynx|COVID-19,DIAGNOSTIC_TEST: telemedically guided oropharyngeal + nasal (OP+N) self-sampling (GSS) and nasopharyngeal (NP) or OP+N sampling performed by health care professionals (HCP),Teststation Praxis Dr. med Bielecki,,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT05384912,Crowdsourcing an Open COVID-19 Imaging Repository for AI Research,https://clinicaltrials.gov/study/NCT05384912,RECRUITING,COVID-19,,University of Central Florida,,ALL,"ADULT, OLDER_ADULT",OBSERVATIONAL
NCT05384509,(COVID-19) Longitudinal Neutralizing Antibody Titers in Cancer Patients Receiving Different Anti-caner Therapies,https://clinicaltrials.gov/study/NCT05384509,RECRUITING,Cancer,DIAGNOSTIC_TEST: solid organ malignancies treatment,Chang Gung Memorial Hospital,,ALL,"ADULT, OLDER_ADULT",OBSERVATIONAL
NCT05374954,Study on Sequential Immunization of Omicron Inactivated COVID-19 Vaccine and Prototype Inactivated COVID-19 Vaccine in Population Aged 18 Years Old and Above,https://clinicaltrials.gov/study/NCT05374954,ACTIVE_NOT_RECRUITING,COVID-19,"BIOLOGICAL: Omicron COVID-19 Vaccine (Vero Cell), Inactivated|BIOLOGICAL: COVID-19 Vaccine (Vero Cell), Inactivated",China National Biotec Group Company Limited,Beijing Institute of Biological Products Co Ltd.|Hunan Provincial Center for Disease Control and Prevention,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT05365724,"A Study to Evaluate the Safety and Immunogenicity of Omicron COVID-19 Vaccine (Vero Cell), Inactivated in Population 18 Years Old of Age and Above",https://clinicaltrials.gov/study/NCT05365724,ACTIVE_NOT_RECRUITING,COVID-19,"BIOLOGICAL: Omicron COVID-19 Vaccine (Vero Cell), Inactivated",China National Biotec Group Company Limited,Beijing Institute of Biological Products Co Ltd.|Shulan (Hangzhou) Hospital,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT05359159,Follow-up of Patients With Previous SARS-CoV-2 Infection: Long-term Damage Assessment,https://clinicaltrials.gov/study/NCT05359159,RECRUITING,COVID-19,OTHER: Data collection,University of L'Aquila,,ALL,"ADULT, OLDER_ADULT",OBSERVATIONAL
NCT05351385,S Protein and COVID-19: a Monocentric Prospective Study,https://clinicaltrials.gov/study/NCT05351385,RECRUITING,COVID-19,PROCEDURE: Hematolgy and Chemistry analysis|PROCEDURE: Real Time PCR|PROCEDURE: PROS assay COVID+|PROCEDURE: Sflt1 assay COVID+|PROCEDURE: PROS assay CONTROL|PROCEDURE: Sflt1 assay CONTROL,University of Milano Bicocca,San Gerardo Hospital,ALL,"ADULT, OLDER_ADULT",OBSERVATIONAL
NCT05346042,Safe and Timely Cessation of Isolation of Patients With COVID-19 (The SCIP-COVID-19) Study,https://clinicaltrials.gov/study/NCT05346042,ACTIVE_NOT_RECRUITING,COVID-19,OTHER: duration infectiousness,Anne Voor in 't holt,Maasstad Hospital|Medisch Spectrum Twente|Elisabeth-TweeSteden Ziekenhuis|Julius Center|HagaZiekenhuis|Leiden University Medical Center|Radboud University Medical Center,ALL,"ADULT, OLDER_ADULT",OBSERVATIONAL
NCT05336565,PIM Incidence in Older Cardiovascular Patients During COVID-19 Pandemics,https://clinicaltrials.gov/study/NCT05336565,RECRUITING,Potentially Inappropriate Medications,OTHER: Electronic medical record analysis,Tomsk National Research Medical Center of the Russian Academy of Sciences,,ALL,"ADULT, OLDER_ADULT",OBSERVATIONAL
NCT05334615,COVID-19 Coagulopathy Extension Study,https://clinicaltrials.gov/study/NCT05334615,RECRUITING,COVID-19,,University of Iowa,National Institute of Allergy and Infectious Diseases (NIAID),ALL,"ADULT, OLDER_ADULT",OBSERVATIONAL
